node_name/poi_id,checkin_cnt,poi_catid,poi_catid_code,poi_catname,latitude,longitude
4b0587a0f964a520739d22e3,4,50,4bf58dd8d48988d11f941735,Bar,35.662430616822235,139.69790518283844
4b0587a1f964a5207a9d22e3,6,50,4bf58dd8d48988d11f941735,Bar,35.6941317,139.701244
4b0587a1f964a5207b9d22e3,8,203,4bf58dd8d48988d1e5931735,Music Venue,35.64215909612145,139.67182937079437
4b0587a1f964a5207f9d22e3,80,87,4bf58dd8d48988d13a941735,Temple,35.71472743702163,139.79673385620117
4b0587a1f964a5208c9d22e3,12,286,50327c8591d4c4b30a586d5d,Brewery,35.62289444016655,139.74725246429443
4b0587a1f964a5208e9d22e3,46,113,4bf58dd8d48988d164941735,Plaza,35.64241866245378,139.71391797065735
4b0587a1f964a520929d22e3,14,268,4eb1d80a4b900d56c88a45ff,Shrine,35.7150366805238,139.79742050170898
4b0587a1f964a520989d22e3,226,236,4bf58dd8d48988d1fd941735,Mall,35.7293476794105,139.71816658973694
4b0587a1f964a5209b9d22e3,96,112,4bf58dd8d48988d163941735,Park,35.71406103497294,139.77407455444336
4b0587a2f964a520a09d22e3,10,112,4bf58dd8d48988d163941735,Park,35.71230135833511,139.80398654937744
4b0587a3f964a520d69d22e3,18,268,4eb1d80a4b900d56c88a45ff,Shrine,35.68365541701122,139.7850662469864
4b0587a3f964a520e69d22e3,36,268,4eb1d80a4b900d56c88a45ff,Shrine,35.67178321080316,139.68871593475342
4b0587a5f964a520309e22e3,11,104,4bf58dd8d48988d15a941735,Garden,35.654680992821085,139.7585391998291
4b0587a6f964a5203d9e22e3,8926,68,4bf58dd8d48988d129951735,Train Station,35.69080269423021,139.70027922656513
4b0587a6f964a5203e9e22e3,3485,68,4bf58dd8d48988d129951735,Train Station,35.68137872227962,139.76608157157898
4b0587a6f964a520499e22e3,51,80,4bf58dd8d48988d130941735,Building,35.68261620651813,139.76433277130127
4b0587a6f964a520529e22e3,304,236,4bf58dd8d48988d1fd941735,Mall,35.66057009992307,139.72924589522574
4b0587a8f964a520ca9e22e3,19,145,4bf58dd8d48988d18f941735,Art Museum,35.660473668016515,139.72926020622253
4b0587a9f964a520d09e22e3,105,236,4bf58dd8d48988d1fd941735,Mall,35.655134309871,139.79300022125244
4b0587a9f964a520d39e22e3,10,200,4bf58dd8d48988d1e2931735,Art Gallery,35.67056082173885,139.7080929461413
4b0587b1f964a52025a022e3,7,101,4bf58dd8d48988d150941735,Spanish Restaurant,35.66069856578814,139.7295187202376
4b0587b1f964a5202fa022e3,5,118,4bf58dd8d48988d16b941735,Brazilian Restaurant,35.66006723555166,139.69597533345222
4b0587b1f964a52032a022e3,5,22,4bf58dd8d48988d10f941735,Indian Restaurant,35.67715631645931,139.7685357928276
4b0587b2f964a5203fa022e3,29,285,5032792091d4c4b30a586d5c,Concert Hall,35.6666581598653,139.74133014678955
4b0587b2f964a52041a022e3,36,209,4bf58dd8d48988d1e9931735,Music Venue,35.649070981401835,139.71064031124115
4b0587b2f964a52042a022e3,6,206,4bf58dd8d48988d1e7931735,Music Venue,35.66120236169291,139.71594783165523
4b0587b2f964a52045a022e3,12,132,4bf58dd8d48988d17e941735,Movie Theater,35.66066980090567,139.69528198242188
4b0587b2f964a5204aa022e3,5,285,5032792091d4c4b30a586d5c,Concert Hall,35.66080055589748,139.69529271125793
4b0587b2f964a5204fa022e3,18,209,4bf58dd8d48988d1e9931735,Music Venue,35.66099015025527,139.69756186008453
4b0587b3f964a52070a022e3,18,203,4bf58dd8d48988d1e5931735,Music Venue,35.69533416620789,139.70262050628662
4b0587b4f964a52091a022e3,8,285,5032792091d4c4b30a586d5c,Concert Hall,35.662472021679726,139.69788640737534
4b0587b4f964a52092a022e3,15,285,5032792091d4c4b30a586d5c,Concert Hall,35.66942058499801,139.70627216418214
4b0587b4f964a52096a022e3,5,209,4bf58dd8d48988d1e9931735,Music Venue,35.69633182375299,139.70069736242294
4b0587b4f964a520a6a022e3,117,55,4bf58dd8d48988d122951735,Electronics Store,35.731694855899185,139.71287727355957
4b0587b5f964a520b6a022e3,23,32,4bf58dd8d48988d114951735,Bookstore,35.6781683633928,139.76818710565567
4b0587b5f964a520cfa022e3,21,6,4bf58dd8d48988d103951735,Clothing Store,35.68979,139.70171
4b0587b6f964a520dfa022e3,9,66,4bf58dd8d48988d128951735,Gift Shop,35.66775641276613,139.70648288726807
4b0587b8f964a52012a122e3,23,224,4bf58dd8d48988d1f6941735,Department Store,35.670136,139.76401168
4b0587b8f964a5202ca122e3,7,39,4bf58dd8d48988d118951735,Food & Drink Shop,35.663759919947324,139.7105222940445
4b0587b8f964a5202ea122e3,19,229,4bf58dd8d48988d1f9941735,Food & Drink Shop,35.65571818069579,139.7391574091406
4b0587b9f964a52045a122e3,41,236,4bf58dd8d48988d1fd941735,Mall,35.687417812220446,139.70212697982788
4b0587baf964a5205aa122e3,38,15,4bf58dd8d48988d108951735,Clothing Store,35.65958452621023,139.6987098455429
4b0587baf964a52080a122e3,6,219,4bf58dd8d48988d1f2941735,Sporting Goods Shop,35.647502766724706,139.71008509397507
4b0587bbf964a5208fa122e3,20,55,4bf58dd8d48988d122951735,Electronics Store,35.7006638332724,139.771705038212
4b0587bbf964a5209aa122e3,670,68,4bf58dd8d48988d129951735,Train Station,35.70537552095303,139.64986145496368
4b0587bbf964a5209ea122e3,20,203,4bf58dd8d48988d1e5931735,Music Venue,35.658509,139.695591
4b063a75f964a520e0e922e3,180,235,4bf58dd8d48988d1fd931735,Subway,35.67278116288847,139.7240298986435
4b074565f964a5200dfb22e3,29,171,4bf58dd8d48988d1ae941735,University,35.73736872779667,139.67581987380981
4b07b55ef964a52090ff22e3,21,35,4bf58dd8d48988d116941735,Bar,35.64326004138373,139.6986722946167
4b07ced1f964a5202a0023e3,92,171,4bf58dd8d48988d1ae941735,University,35.604373,139.683963
4b07d082f964a520320023e3,409,68,4bf58dd8d48988d129951735,Train Station,35.59974085378926,139.6102237701416
4b07d113f964a520360023e3,358,68,4bf58dd8d48988d129951735,Train Station,35.6114994740578,139.62661743164062
4b07e10ef964a520b10023e3,8,120,4bf58dd8d48988d16d941735,Café,35.6900319950868,139.7058928012848
4b07ead6f964a5201f0123e3,73,68,4bf58dd8d48988d129951735,Train Station,35.59688925890996,139.66731928288937
4b080ca6f964a520e80223e3,62,68,4bf58dd8d48988d129951735,Train Station,35.677054094802386,139.6761605356562
4b087d98f964a520f20c23e3,7,228,4bf58dd8d48988d1f9931735,Road,35.66824452031676,139.64344292879105
4b08b4e5f964a520211123e3,79,235,4bf58dd8d48988d1fd931735,Subway,35.69793937668257,139.70742970705032
4b08c71cf964a520221223e3,25,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.686430197141014,139.6987057558732
4b093eeff964a520e51423e3,4757,68,4bf58dd8d48988d129951735,Train Station,35.658521726951236,139.7013260344949
4b09f56cf964a520632023e3,48,6,4bf58dd8d48988d103951735,Clothing Store,35.669979021216044,139.7633993625641
4b0a18def964a520bf2123e3,36,68,4bf58dd8d48988d129951735,Train Station,35.715088946912665,139.68725681304932
4b0a1cb8f964a520d72123e3,186,68,4bf58dd8d48988d129951735,Train Station,35.719675476774974,139.65351595382518
4b0a3657f964a520782223e3,98,235,4bf58dd8d48988d1fd931735,Subway,35.697926307277214,139.6829116344452
4b0a405ff964a520c22223e3,69,235,4bf58dd8d48988d1fd931735,Subway,35.66656663810825,139.72621321678162
4b0a57d1f964a5205d2323e3,303,236,4bf58dd8d48988d1fd941735,Mall,35.532942167026505,139.69576478004456
4b0a7f04f964a5207b2423e3,356,68,4bf58dd8d48988d129951735,Train Station,35.66898975019524,139.67971444129944
4b0a8174f964a520922423e3,33,68,4bf58dd8d48988d129951735,Train Station,35.67872285944549,139.69355195760727
4b0b3091f964a5205e2e23e3,249,236,4bf58dd8d48988d1fd941735,Mall,35.6657865198251,139.73096072673798
4b0b3d37f964a520412f23e3,23,80,4bf58dd8d48988d130941735,Building,35.685766841531574,139.69101029976176
4b0b88c7f964a520233223e3,2,203,4bf58dd8d48988d1e5931735,Music Venue,35.66075915017324,139.72747653722763
4b0b90e1f964a5204d3223e3,710,68,4bf58dd8d48988d129951735,Train Station,35.674924490549394,139.7632752369342
4b0bc483f964a520803323e3,18,235,4bf58dd8d48988d1fd931735,Subway,35.70416025866323,139.7920119902445
4b0bc75ff964a520923323e3,376,32,4bf58dd8d48988d114951735,Bookstore,35.700426881163665,139.77175176143646
4b0c8214f964a520813e23e3,242,68,4bf58dd8d48988d129951735,Train Station,35.72614905018888,139.51322972774506
4b0c8748f964a520d03e23e3,347,68,4bf58dd8d48988d129951735,Train Station,35.536940832577606,139.63486790657043
4b0ce469f964a520734223e3,27,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.67218849415906,139.76749375462532
4b0dc8dff964a520175023e3,14,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.665267889485456,139.7608780860901
4b0df959f964a520635323e3,399,235,4bf58dd8d48988d1fd931735,Subway,35.66318884920453,139.73212469669195
4b0dfb40f964a5207c5323e3,133,235,4bf58dd8d48988d1fd931735,Subway,35.673892404894445,139.75096464157104
4b0dfb78f964a520815323e3,130,235,4bf58dd8d48988d1fd931735,Subway,35.67514525722818,139.75975155830383
4b0e60adf964a520305723e3,2288,68,4bf58dd8d48988d129951735,Train Station,35.63014572966312,139.74042892456055
4b0f4ddbf964a520576123e3,6,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.72644736208901,139.7188425064087
4b0f587cf964a520a66123e3,36,171,4bf58dd8d48988d1ae941735,University,35.70905630819684,139.71950232982635
4b0f84e5f964a520e56223e3,576,68,4bf58dd8d48988d129951735,Train Station,35.62645040122807,139.72343981266022
4b1055faf964a520226e23e3,9,179,4bf58dd8d48988d1c4941735,Restaurant,35.698815021961416,139.77229356765747
4b1211bcf964a520cb8823e3,241,32,4bf58dd8d48988d114951735,Bookstore,35.69949897700794,139.77110266685486
4b132d4af964a520249523e3,338,68,4bf58dd8d48988d129951735,Train Station,35.66822490891021,139.60113912820816
4b132e42f964a520339523e3,306,68,4bf58dd8d48988d129951735,Train Station,35.66761259479359,139.6318370103836
4b132fd2f964a520489523e3,523,68,4bf58dd8d48988d129951735,Train Station,35.67374424018757,139.66725826263428
4b14cc5df964a520a0a623e3,54,179,4bf58dd8d48988d1c4941735,Restaurant,35.69854452748974,139.77159141006314
4b14cd19f964a520a7a623e3,17,203,4bf58dd8d48988d1e5931735,Music Venue,35.68357916512913,139.68643605709076
4b14d1e9f964a520caa623e3,11,58,4bf58dd8d48988d124941735,Office,35.66046930950242,139.7292709350586
4b14e085f964a52030a723e3,9,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.65772775698564,139.70033526420593
4b151fbff964a52083a823e3,190,68,4bf58dd8d48988d129951735,Train Station,35.64356520253678,139.67065930366516
4b15cdcaf964a5207eb423e3,8,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.666974773954756,139.75967493264488
4b166583f964a520acb823e3,299,55,4bf58dd8d48988d122951735,Electronics Store,35.689809792874755,139.69790518283844
4b1688f4f964a52019ba23e3,28,68,4bf58dd8d48988d129951735,Train Station,35.66559911597348,139.6732234954834
4b175f47f964a5200fc523e3,13,123,4bf58dd8d48988d171941735,Event Space,35.671957526477264,139.71667528152466
4b178e80f964a52059c623e3,115,235,4bf58dd8d48988d1fd931735,Subway,35.65578812800745,139.73702788352966
4b1791d0f964a5206fc623e3,58,235,4bf58dd8d48988d1fd931735,Subway,35.66291875693454,139.75995540618896
4b17b2e4f964a52040c723e3,1107,68,4bf58dd8d48988d129951735,Train Station,35.70582855009322,139.66579914093018
4b17d383f964a52091c823e3,147,235,4bf58dd8d48988d1fd931735,Subway,35.68985771889442,139.8356580734253
4b17d66cf964a520b7c823e3,480,68,4bf58dd8d48988d129951735,Train Station,35.66158508135192,139.66747283935547
4b1885cef964a520ced323e3,158,55,4bf58dd8d48988d122951735,Electronics Store,35.66184658812384,139.699809551239
4b189a79f964a5208ed423e3,31,235,4bf58dd8d48988d1fd931735,Subway,35.687564,139.79738
4b18bed2f964a5207dd523e3,799,68,4bf58dd8d48988d129951735,Train Station,35.702308794460556,139.7450315952301
4b18c616f964a520a7d523e3,150,235,4bf58dd8d48988d1fd931735,Subway,35.67231923028651,139.7945612668991
4b18c8bbf964a520bad523e3,77,235,4bf58dd8d48988d1fd931735,Subway,35.66882850221484,139.83066111803055
4b19cf92f964a52097e423e3,133,68,4bf58dd8d48988d129951735,Train Station,35.70477438215786,139.63537216186523
4b19d5b1f964a5200de523e3,9,126,4bf58dd8d48988d175941735,Gym / Fitness Center,35.67180064238771,139.83500361442566
4b19f7c2f964a5209de623e3,79,68,4bf58dd8d48988d129951735,Train Station,35.72047220136041,139.77882742881775
4b19f837f964a520a2e623e3,1942,68,4bf58dd8d48988d129951735,Train Station,35.71342119421789,139.77626911793152
4b19f87df964a520a4e623e3,378,68,4bf58dd8d48988d129951735,Train Station,35.70735750443432,139.77461636066437
4b19f917f964a520abe623e3,9527,68,4bf58dd8d48988d129951735,Train Station,35.698596195264464,139.77301824864617
4b19f962f964a520afe623e3,689,68,4bf58dd8d48988d129951735,Train Station,35.691670172683054,139.7708773612976
4b1a32aff964a52017e823e3,67,68,4bf58dd8d48988d129951735,Train Station,35.69070402187532,139.7784203457596
4b1a3b8cf964a52048e823e3,453,68,4bf58dd8d48988d129951735,Train Station,35.6961052825236,139.79252815246582
4b1a3c14f964a5204de823e3,732,68,4bf58dd8d48988d129951735,Train Station,35.6964320244761,139.81394290924072
4b1ac490f964a5205af123e3,142,235,4bf58dd8d48988d1fd931735,Subway,35.72949574082487,139.79130506515503
4b1ac4d4f964a52062f123e3,176,68,4bf58dd8d48988d129951735,Train Station,35.73308553675418,139.79885112419774
4b1b6114f964a5201efb23e3,961,68,4bf58dd8d48988d129951735,Train Station,35.712902440367635,139.7038972377777
4b1b77e2f964a5208efb23e3,40,39,4bf58dd8d48988d118951735,Food & Drink Shop,35.65486406347791,139.70764696598053
4b1b7b31f964a5209efb23e3,336,235,4bf58dd8d48988d1fd931735,Subway,35.68691239365025,139.76361393928528
4b1b7fb0f964a520b4fb23e3,24,235,4bf58dd8d48988d1fd931735,Subway,35.777447214721604,139.68593400363534
4b1bbfccf964a52010fd23e3,32,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.66566896545627,139.73073001773832
4b1bc0baf964a5201afd23e3,30,26,4bf58dd8d48988d111941735,Japanese Restaurant,35.664923586811014,139.72780108451843
4b1c698ef964a520110724e3,4,67,4bf58dd8d48988d129941735,Government Building,35.64662546850558,139.65325713157654
4b1c8314f964a5200a0824e3,77,58,4bf58dd8d48988d124941735,Office,35.69917443,139.772559
4b1cae6df964a520020924e3,47,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.69781521724527,139.7737741470337
4b1cd6a5f964a520120a24e3,1311,68,4bf58dd8d48988d129951735,Train Station,35.77806243973507,139.72083806991577
4b1cdcaef964a520290a24e3,10,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.77801891885791,139.72088098526
4b1ddfeef964a5200d1624e3,8,22,4bf58dd8d48988d10f941735,Indian Restaurant,35.65573364336717,139.6944746375084
4b1e0649f964a520dc1624e3,10,178,4bf58dd8d48988d1c1941735,Mexican Restaurant,35.65558762434797,139.73538100719452
4b1f4464f964a520372524e3,530,68,4bf58dd8d48988d129951735,Train Station,35.63367738834909,139.71551656723022
4b1f9625f964a520232724e3,4,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.65752404727952,139.703914073132
4b1fb0dff964a520192824e3,581,68,4bf58dd8d48988d129951735,Train Station,35.60753807817138,139.6688391408238
4b20586bf964a520e53024e3,7,6,4bf58dd8d48988d103951735,Clothing Store,35.653623,139.6157852
4b206345f964a520ad3124e3,16,80,4bf58dd8d48988d130941735,Building,35.69192885789102,139.69379536807537
4b206ec2f964a520363224e3,20,137,4bf58dd8d48988d184941735,Stadium,35.6969090653226,139.79350984096527
4b2195e0f964a5206b3e24e3,77,235,4bf58dd8d48988d1fd931735,Subway,35.66558604126973,139.73904490470886
4b21c071f964a5200a4124e3,63,68,4bf58dd8d48988d129951735,Train Station,35.64734964890964,139.62407939136028
4b21c0def964a520104124e3,183,68,4bf58dd8d48988d129951735,Train Station,35.6513682132017,139.63663816452026
4b22109df964a520944324e3,91,235,4bf58dd8d48988d1fd931735,Subway,35.70846826483773,139.7536039352417
4b22115af964a5209a4324e3,233,235,4bf58dd8d48988d1fd931735,Subway,35.70734443657273,139.75144743919373
4b223e96f964a520b04424e3,29,235,4bf58dd8d48988d1fd931735,Subway,35.68978365139734,139.68430638313293
4b22504cf964a520704524e3,1116,68,4bf58dd8d48988d129951735,Train Station,35.619699172885795,139.72855277359486
4b22e781f964a520075024e3,30,235,4bf58dd8d48988d1fd931735,Subway,35.71897398583766,139.7274899482727
4b22e836f964a520185024e3,195,235,4bf58dd8d48988d1fd931735,Subway,35.709470113886056,139.73347127437592
4b22ebb2f964a5205c5024e3,262,235,4bf58dd8d48988d1fd931735,Subway,35.6716114289311,139.74124848251566
4b23286ff964a520f65324e3,116,235,4bf58dd8d48988d1fd931735,Subway,35.65686825257085,139.754547162523
4b232b7bf964a520175424e3,11,121,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.670741121372096,139.74764726435217
4b2350f5f964a5201f5524e3,149,68,4bf58dd8d48988d129951735,Train Station,35.72056,139.70635088
4b236f0ff964a520ec5524e3,9,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.69422757948469,139.76033627986908
4b237e72f964a520455624e3,6,189,4bf58dd8d48988d1d2941735,Sushi Restaurant,35.67341304749528,139.60586786270142
4b23afb1f964a520135824e3,43,236,4bf58dd8d48988d1fd941735,Mall,35.61358488424475,139.62693891839598
4b23d1faf964a5206c5a24e3,428,68,4bf58dd8d48988d129951735,Train Station,35.73346406981137,139.73959361820982
4b23d399f964a5208d5a24e3,19,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.648329924793245,139.7109031677246
4b23d440f964a520a05a24e3,17,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.64831248808437,139.7111177444458
4b2438f3f964a520116424e3,270,68,4bf58dd8d48988d129951735,Train Station,35.7437954343205,139.67858791351318
4b2439e3f964a520256424e3,27,68,4bf58dd8d48988d129951735,Train Station,35.7332058958136,139.69869375228882
4b243a7df964a520356424e3,5287,68,4bf58dd8d48988d129951735,Train Station,35.729864636451765,139.7109555727517
4b247460f964a520b56724e3,14,32,4bf58dd8d48988d114951735,Bookstore,35.65881741552013,139.73216235637665
4b2482daf964a520456824e3,82,55,4bf58dd8d48988d122951735,Electronics Store,35.69642331137472,139.81417894363403
4b24a8eef964a520466924e3,808,68,4bf58dd8d48988d129951735,Train Station,35.60375363356726,139.50759172439575
4b24aa1ff964a520506924e3,337,68,4bf58dd8d48988d129951735,Train Station,35.704621918699345,139.6199870109558
4b24b5e7f964a5208d6924e3,146,235,4bf58dd8d48988d1fd931735,Subway,35.725682527331706,139.71950568258762
4b24e5a2f964a520636a24e3,383,68,4bf58dd8d48988d129951735,Train Station,35.68417610648677,139.70206260681152
4b258b30f964a5208a7324e3,11,80,4bf58dd8d48988d130941735,Building,35.69168062490981,139.6955121779099
4b25bccef964a520cb7524e3,261,68,4bf58dd8d48988d129951735,Train Station,35.55137976854632,139.67172145843506
4b267bacf964a520297c24e3,69,35,4bf58dd8d48988d116941735,Bar,35.6916854215186,139.70113724470139
4b267f8af964a520657c24e3,67,80,4bf58dd8d48988d130941735,Building,35.681003987351055,139.76383924484253
4b268b62f964a520467d24e3,7,197,4bf58dd8d48988d1e0931735,Coffee Shop,35.662389501819874,139.69872829266086
4b269275f964a520b87d24e3,74,235,4bf58dd8d48988d1fd931735,Subway,35.6689505277435,139.69131231307983
4b2692a1f964a520ba7d24e3,113,68,4bf58dd8d48988d129951735,Train Station,35.669627,139.688855
4b2692f9f964a520be7d24e3,160,235,4bf58dd8d48988d1fd931735,Subway,35.68859747284611,139.71069127321243
4b269340f964a520c27d24e3,55,235,4bf58dd8d48988d1fd931735,Subway,35.67815420136066,139.70568895339966
4b269366f964a520c47d24e3,60,68,4bf58dd8d48988d129951735,Train Station,35.66252408,139.66055
4b269779f964a520017e24e3,31,68,4bf58dd8d48988d129951735,Train Station,35.610444060193295,139.69440758228302
4b2697a6f964a520037e24e3,426,68,4bf58dd8d48988d129951735,Train Station,35.60743038445974,139.68562066555023
4b274cf5f964a520bf8524e3,1958,68,4bf58dd8d48988d129951735,Train Station,35.53132692901326,139.69690203666687
4b283516f964a520e19024e3,929,68,4bf58dd8d48988d129951735,Train Station,35.58843420093637,139.7279191017151
4b2837d8f964a5200e9124e3,621,68,4bf58dd8d48988d129951735,Train Station,35.5623447001427,139.71594095671787
4b283d6ff964a520679124e3,48,171,4bf58dd8d48988d1ae941735,University,35.5532198672547,139.6479461361604
4b286109f964a520ee9224e3,407,68,4bf58dd8d48988d129951735,Train Station,35.64004270002671,139.59873855113983
4b289b08f964a520329424e3,10,200,4bf58dd8d48988d1e2931735,Art Gallery,35.66536377097857,139.73021507263184
4b289e95f964a520499424e3,10,68,4bf58dd8d48988d129951735,Train Station,35.606370555448706,139.67936038970947
4b28b233f964a520b39424e3,32,58,4bf58dd8d48988d124941735,Office,35.66490615372471,139.69607591629028
4b29ffe8f964a5209aa424e3,200,235,4bf58dd8d48988d1fd931735,Subway,35.63869992304459,139.74003195762634
4b2a0462f964a520b8a424e3,28,68,4bf58dd8d48988d129951735,Train Station,35.61191622518446,139.63883311196392
4b2acea4f964a52007b024e3,13,117,4bf58dd8d48988d16a941735,Bakery,35.69103407580367,139.6994984149933
4b2adc4df964a5200eb124e3,131,68,4bf58dd8d48988d129951735,Train Station,35.654105625167865,139.56666469573975
4b2ae079f964a52061b124e3,1249,68,4bf58dd8d48988d129951735,Train Station,35.651889113311164,139.5443956553936
4b2af373f964a520beb224e3,261,55,4bf58dd8d48988d122951735,Electronics Store,35.67226693586124,139.76577579975128
4b2af991f964a52029b324e3,15,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.68941753022031,139.69709287156863
4b2b15a7f964a52052b424e3,52,68,4bf58dd8d48988d129951735,Train Station,35.650241400924855,139.55860197544098
4b2b4b25f964a5209bb524e3,118,68,4bf58dd8d48988d129951735,Train Station,35.60497664964636,139.7029950345753
4b2b6565f964a52020b624e3,130,235,4bf58dd8d48988d1fd931735,Subway,35.6684885729729,139.70538854599
4b2b666af964a52028b624e3,7,188,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.661129621679365,139.70096558332443
4b2c4c0bf964a52075c524e3,129,235,4bf58dd8d48988d1fd931735,Subway,35.653864625193144,139.74980257458688
4b2c9031f964a520d0c724e3,28,68,4bf58dd8d48988d129951735,Train Station,35.615524747038364,139.69873666763306
4b2c905cf964a520d3c724e3,159,68,4bf58dd8d48988d129951735,Train Station,35.6204917331762,139.70440685749054
4b2cb295f964a52097c824e3,30,236,4bf58dd8d48988d1fd941735,Mall,35.646294163318125,139.710431098938
4b2cb6b5f964a520bec824e3,9,235,4bf58dd8d48988d1fd931735,Subway,35.699198386022196,139.71815586090088
4b2cb992f964a520c9c824e3,32,68,4bf58dd8d48988d129951735,Train Station,35.67877297088322,139.63537216186523
4b2cc46bf964a52020c924e3,3,26,4bf58dd8d48988d111941735,Japanese Restaurant,35.66312120310551,139.6948342698359
4b2ce89af964a5209dca24e3,335,68,4bf58dd8d48988d129951735,Train Station,35.6443150221341,139.69909071922302
4b2cf3c4f964a5203bcb24e3,47,68,4bf58dd8d48988d129951735,Train Station,35.65723958513964,139.69364047050476
4b2dc086f964a52012db24e3,255,235,4bf58dd8d48988d1fd931735,Subway,35.67204468417157,139.76417183876038
4b2df016f964a5201adc24e3,67,235,4bf58dd8d48988d1fd931735,Subway,35.66953450447677,139.75550293922424
4b2ee848f964a52021e824e3,76,235,4bf58dd8d48988d1fd931735,Subway,35.68632418697207,139.78227138519287
4b2ee999f964a52033e824e3,8,22,4bf58dd8d48988d10f941735,Indian Restaurant,35.695345057733185,139.69054520130157
4b2ef5adf964a520bce824e3,17,235,4bf58dd8d48988d1fd931735,Subway,35.72013249217087,139.71474409103394
